client_id,segment,annual_demand_tons,priority,shipment_count,shipped_weight_kg,total_transport_cost_eur,avg_distance_km,avg_transit_hours,total_co2_kg,cluster,cluster_profile,recommendation,cost_score,co2_score,distance_score,demand_score,shipment_score,transit_time_score,cluster_score,priority_score,priority_rank,priority_level,recommended_action
CLIENT093,Standard,352.01,1,11,57902.0,59865.51,10368.34090909091,172.65818181818182,43920.58,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.20877763112863384,0.20405242797306913,0.7303822845873172,0.6676359671043663,0.4705882352941177,0.5424775751629249,0.8,47.997912329815875,15,Medium,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT032,Standard,449.5,2,12,31567.0,68819.1,7492.1425,117.14166666666667,48663.12,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.24007434656026747,0.2261431570578667,0.5081383064247916,0.8891135444590849,0.5294117647058822,0.34793705303302414,0.8,47.42467593482128,16,Medium,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT011,Premium,426.97,1,4,11870.0,12070.39,13857.6325,303.2225,9871.37,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.04171277003260649,0.045451367431380625,0.9999999999999999,0.8379299377527375,0.05882352941176472,1.0,0.8,46.625263624028975,17,Medium,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT016,Standard,363.1,1,13,34164.0,48818.61,10073.11846153846,143.73615384615385,34812.19,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.17016388114659167,0.1616255900573786,0.7075704330197921,0.6928302058248899,0.588235294117647,0.44112923931406794,0.8,46.17529005051672,18,Medium,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT088,Standard,227.61,3,9,71576.0,73587.93,8873.565555555555,172.02,65129.39,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.25674349440508015,0.30284296551644146,0.6148809269692265,0.3850243082375392,0.35294117647058826,0.5402412636115954,0.8,46.01481585778054,19,Medium,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT087,Standard,217.71,3,10,80740.0,63657.35,9737.718,191.21,48495.58,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.22203177136090776,0.22536275652337104,0.6816540245362012,0.3625335090190377,0.411764705882353,0.607486705972019,0.8,45.00445193199537,20,Medium,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT098,Standard,431.9,2,7,30380.0,32418.61,9914.417142857143,175.78142857142856,28201.52,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.11283870397421822,0.1308331201912312,0.6953075751126692,0.849129901403971,0.23529411764705882,0.553422031104709,0.8,44.302123387668665,21,Medium,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT003,Standard,149.11,1,12,47946.0,71453.73,9349.5725,150.71833333333333,54970.66,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.24928353140988024,0.25552364880522654,0.6516620046000146,0.20668817302012812,0.5294117647058822,0.4655961360444098,0.8,44.1594125643045,22,Medium,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT028,Standard,365.16,2,10,47004.0,46620.36,8672.401,134.386,41865.77,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.16248003537103253,0.19448113262696073,0.5993369328724862,0.6975101095006588,0.411764705882353,0.4083645060403508,0.8,44.01742468452243,23,Medium,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT066,Standard,438.88,1,8,6644.0,34503.61,9459.75375,137.31,26079.03,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.12012669143790107,0.12094657172243768,0.6601757146561505,0.864987050751965,0.29411764705882354,0.4186107631253888,0.8,43.538246998679256,24,Medium,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT099,Standard,111.48,2,18,107521.0,70886.02,7996.865,145.86,50102.98,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.24729913651155538,0.23285001818714268,0.5471382363022266,0.12120041801081374,0.8823529411764706,0.4485716037810232,0.8,42.91317922596075,25,Medium,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT034,Standard,471.04,1,9,30434.0,22410.73,9729.89,140.9777777777778,15514.7,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.07785678360105648,0.07173797211286155,0.6810491546303011,0.9380480712435822,0.35294117647058826,0.4314633602669416,0.8,42.899419747861636,26,Medium,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT012,Industrial,354.06,1,13,27530.0,31651.25,8744.701538461539,147.8969230769231,26316.97,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.11015644495257233,0.12205489512686586,0.6049235986741907,0.6722931528011268,0.588235294117647,0.45570937310680987,0.8,42.211517870598044,27,Medium,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT049,Standard,130.47,1,9,57795.0,61253.85,9244.106666666667,178.7488888888889,52681.8,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.21363048701128584,0.24486214965645187,0.6435126549980744,0.16434186014812122,0.35294117647058826,0.5638205814817087,0.8,42.117922384625,28,Medium,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT004,Standard,370.02,1,11,18654.0,11783.85,9901.952727272726,205.6509090909091,8460.83,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.04071118733340089,0.038881078724639015,0.6943444491696897,0.7085510472988322,0.4705882352941177,0.6580904224860809,0.8,40.93947175726247,29,Medium,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT053,Standard,188.63,1,11,29910.0,43179.32,9886.153636363637,160.01545454545453,29102.49,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.1504520946602262,0.13502983422707066,0.6931236527170217,0.2964696260620655,0.4705882352941177,0.4981750327920684,0.8,40.667266442853986,30,Medium,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT040,Standard,488.15,1,5,2759.0,6853.56,10440.338,142.73,5150.2,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.023477666128450835,0.023460179706390714,0.7359455029832355,0.9769185333272751,0.11764705882352944,0.4376034831667382,0.8,40.64076583531171,31,Medium,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT054,Standard,294.14,1,12,38055.0,22370.89,9599.883333333333,187.8025,14843.11,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.07771752536577921,0.06860970904158346,0.6710035337522958,0.536167022581671,0.5294117647058822,0.5955461721083847,0.8,40.36664523114864,32,Medium,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT065,Standard,351.02,1,8,33579.0,22072.6,8779.7425,194.645,17877.29,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.07667487127439217,0.08274290525595615,0.6076312153206408,0.6653868871825162,0.29411764705882354,0.619523605112616,0.8,39.9082732494709,33,Low,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT038,Premium,217.53,3,10,44630.0,29436.59,9898.746,203.414,18852.99,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.1024152390454645,0.0872877112814271,0.6940966652116287,0.3621245853968831,0.411764705882353,0.6502518637920612,0.8,39.64891388228049,34,Low,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT095,Standard,164.37,2,10,35055.0,34830.67,10123.722,153.998,28476.8,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.12126990926997401,0.1321153731405923,0.71148057067276,0.2413558089872325,0.411764705882353,0.47708871737816366,0.8,39.20408896082751,35,Low,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT015,Standard,293.65,1,10,49923.0,26827.5,8570.787,168.166,18169.07,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.09329532767298476,0.08410201512795769,0.5914852146024157,0.5350538416102503,0.411764705882353,0.5267361080692778,0.8,38.92974419928067,36,Low,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT063,Standard,207.54,1,13,11550.0,10193.49,9597.828461538462,159.48615384615385,7839.41,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.03515218314023895,0.035986507278140956,0.6708447537179064,0.3394293243673042,0.588235294117647,0.4963202615744469,0.8,36.478277051970906,37,Low,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT057,Premium,162.71,1,9,35067.0,23244.3,9315.083333333334,211.5522222222222,11983.25,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.08077047554834765,0.05528849456991867,0.6489970251676905,0.23758462447180698,0.35294117647058826,0.6787697560985105,0.8,36.39438806518599,38,Low,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT010,Industrial,282.99,1,6,3981.0,6086.1,10024.366666666667,119.83166666666666,5037.59,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.020795057563041706,0.02293564285435804,0.7038033796758277,0.5108364759870961,0.1764705882352941,0.35736332921590785,0.8,35.313174338427594,39,Low,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT001,Standard,436.26,1,16,71083.0,55213.21,4795.426875,75.363125,42698.5,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.19251580663113185,0.1983599850627406,0.29976297091986964,0.8590349402517151,0.7647058823529411,0.20153702616755292,0.4,34.69810337595078,40,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT076,Standard,386.47,2,8,36205.0,75451.85,5057.965,56.68875,57135.65,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.2632587105169784,0.2656081620747605,0.3200493034395279,0.7459221227679586,0.29411764705882354,0.1360984327501774,0.4,34.30467218273718,41,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT085,Standard,170.81,2,8,34432.0,17168.68,8695.855,148.705,13627.25,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.059533524759810136,0.06294623886209273,0.6011492244888602,0.2559861874687628,0.29411764705882354,0.45854102970678684,0.8,34.087656522085695,42,Low,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT031,Standard,232.03,1,3,20460.0,7175.85,9272.773333333333,180.17333333333335,3907.93,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.024604210723016946,0.01767369187072218,0.6457277295981165,0.39506565495933477,0.0,0.5688121081510423,0.8,33.44921213981017,43,Low,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT021,Standard,167.37,2,10,34479.0,14235.76,7470.349,165.852,12130.89,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.04928168581881029,0.05597620099771464,0.5064543217167911,0.24817120268980872,0.411764705882353,0.5186274080368641,0.8,33.08205358767059,44,Low,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT071,Standard,69.62,1,6,13550.0,6488.84,10471.233333333334,241.545,3267.82,0,Distant customers / long flows,"Prioritize assignment to the nearest warehouse and investigate alternative routes to reduce distance, transit time and CO2 emissions.",0.022202810115139367,0.01469206249185142,0.7383327867550903,0.026102957880866917,0.1764705882352941,0.7838702047324111,0.8,32.98663684768906,45,Low,Prioritize the nearest warehouse and optimize transportation routes.
CLIENT058,Standard,315.44,2,15,70495.0,37749.47,5759.750666666667,101.876,25333.21,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.1314723926316035,0.11747254565918389,0.37427631291302854,0.5845563178699623,0.7058823529411764,0.2944432277111495,0.4,30.09759650463045,46,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT069,Standard,307.4,3,12,94368.0,52649.04,4201.095833333334,75.74333333333334,43556.53,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.1835529103171023,0.20235668477990248,0.2538389850682723,0.566291062747058,0.5294117647058822,0.20286934912555815,0.4,29.767857426177475,47,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT024,Premium,301.23,1,14,32682.0,41152.3,3902.242142857143,55.005714285714284,34552.35,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.14336677267047349,0.16041525655562766,0.230746547199574,0.5522740696987596,0.6470588235294117,0.13020075265035796,0.4,27.662711233754443,48,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT100,Premium,369.01,1,9,53011.0,32211.83,4411.038888888889,72.0988888888889,25511.41,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.11211591738057777,0.11830260042370057,0.27006129424791275,0.7062565314189649,0.35294117647058826,0.1900985164614281,0.4,26.997633135556875,49,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT019,Standard,491.98,1,14,53083.0,17050.98,2917.145,48.543571428571425,15181.8,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.05912211175046938,0.0701873254736494,0.15462804744200417,0.9856195192875642,0.6470588235294117,0.10755616406125827,0.4,26.830490145693776,50,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT030,Standard,435.35,3,10,38000.0,12595.43,4835.5,127.825,6335.48,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.04354801460715423,0.0289812083892545,0.3028594230593516,0.8569676041619337,0.411764705882353,0.3853735030530272,0.4,26.76658296515046,51,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT090,Standard,468.51,2,20,65719.0,15375.9,2207.1725,47.202,11929.47,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.05326697408108528,0.05503798758206397,0.09976844099508106,0.9323004225544095,1.0,0.10285504034200911,0.4,26.76624014584877,52,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT077,Industrial,478.88,1,7,55777.0,29207.78,3124.884285714286,61.567142857142855,22025.15,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.10161544796078091,0.10206361768888625,0.1706800712286306,0.9558589667863145,0.23529411764705882,0.15319325743420564,0.4,26.642886164496176,53,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT036,Premium,351.04,1,12,21454.0,15952.4,5799.788333333333,78.63583333333334,12922.3,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.0552820938761995,0.059662585067221614,0.377370025185527,0.6654323231405335,0.5294117647058822,0.21300522416607537,0.4,26.602262601797445,54,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT055,Industrial,278.97,3,7,13749.0,50489.26,4112.15,58.84428571428571,37956.66,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.17600353402726396,0.17627251657466117,0.2469661365963099,0.5017038484256441,0.23529411764705882,0.1436518435178082,0.4,26.541799021200248,55,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT051,Industrial,384.88,1,13,67525.0,12943.11,4500.57,80.92692307692307,9362.85,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.044763308363208555,0.04308268365555559,0.2769793671596259,0.7423099641055931,0.588235294117647,0.22103364226378885,0.4,25.60487121254883,56,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT059,Standard,490.5,1,10,38106.0,13263.66,3578.78,45.348,10183.51,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.045883770896294175,0.04690531408792515,0.20575261312801313,0.9822572583942931,0.411764705882353,0.09635826857878736,0.4,25.53467720733469,57,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT056,Standard,336.35,2,9,10508.0,30939.26,4026.0733333333333,51.19888888888889,23271.91,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.10766772831263587,0.1078710199235036,0.24031498875946228,0.6320596119769185,0.35294117647058826,0.11686090596987757,0.4,25.123444969649423,58,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT029,Premium,431.0,1,8,9895.0,2941.05,5145.3625,108.25625,1790.44,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.009801731437067739,0.007810433378486387,0.3268025121264066,0.8470852832931982,0.29411764705882354,0.31680084801443725,0.4,24.828734943690808,59,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT061,Standard,457.74,1,12,47183.0,20772.01,1981.185,38.156666666666666,15463.35,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.07212874004398868,0.0714987840536139,0.08230637688425418,0.907833159162161,0.5294117647058822,0.07115845663708543,0.4,24.548972533772258,60,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT043,Premium,268.53,2,5,44765.0,11977.85,6363.3,102.764,6295.64,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.04138930223409848,0.028795633856042696,0.4209125965690426,0.47798627834067875,0.11764705882352944,0.29755495010906796,0.4,22.78020700957873,61,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT060,Standard,269.03,2,11,29488.0,14622.48,4533.416363636364,71.85181818181819,12619.67,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.05063344146003591,0.058252935946089844,0.2795174071292071,0.47912217729110806,0.4705882352941177,0.1892327332935661,0.4,22.7139824782103,62,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT045,Premium,497.51,1,9,78288.0,3968.47,2206.47,58.46333333333333,2064.27,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.013393013969411635,0.009085932234645768,0.0997141587890393,0.9981825616793129,0.35294117647058826,0.1423169132741709,0.4,22.47037244128072,63,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT017,Premium,152.85,2,15,74640.0,18122.83,4622.322666666667,76.99,15989.9,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.06286869657682356,0.07395145148490602,0.28638720109290755,0.21518469716933977,0.7058823529411764,0.20723790834786116,0.4,22.06400273865091,64,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT092,Premium,144.01,2,19,84028.0,30664.28,2430.455789473684,35.72,26952.45,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.10670655287246152,0.1250149579874442,0.11702155063904715,0.1951020037257485,0.9411764705882353,0.06261990906622046,0.4,21.893288176675895,65,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT008,Premium,473.24,2,13,50186.0,1750.29,1583.0738461538463,36.82153846153846,1233.53,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.005639504121837534,0.005216349209535866,0.05154431043501784,0.9430460266254713,0.588235294117647,0.06647991120916859,0.4,21.722515536650715,66,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT052,Standard,374.42,1,12,21398.0,5712.37,2738.6741666666667,60.111666666666665,4747.78,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.019488707656661757,0.021585709233120223,0.14083759826415423,0.7185469580626107,0.5294117647058822,0.14809298957210898,0.4,21.604489202057326,67,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT072,Standard,497.55,2,8,31760.0,1416.95,2093.93,51.29125,709.76,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.00447433494143272,0.0027766310052098277,0.09101818801617595,0.9982734335953473,0.29411764705882354,0.11718455702634277,0.4,21.57190917026196,68,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT007,Premium,93.28,1,8,41245.0,23451.64,6337.39375,91.72,15507.13,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.08149521958706228,0.07170271108835317,0.41891081948680975,0.07985369621518468,0.29411764705882354,0.2588546548809013,0.4,21.31849547559624,69,Low,Maintain the current organization and prioritize shipment consolidation.
